# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B5060	taxonomy
ASV_4675	12.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	26.0	4.0	2.0	0.0	9.0	5.0	0.0	0.0	6.0	8.0	0.0	8.0	0.0	18.0	31.0	0.0	0.0	0.0	5.0	0.0	3.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_1497	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	46.0	52.0	12.0	9.0	94.0	96.0	6.0	79.0	39.0	5.0	0.0	35.0	29.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta
ASV_5032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	45.0	38.0	9.0	0.0	0.0	12.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured
ASV_6065	0.0	3.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	8.0	9.0	0.0	0.0	30.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	8.0	9.0	0.0	d__Bacteria; p__Gemmatimonadota; c__S0134_terrestrial_group; o__S0134_terrestrial_group; f__S0134_terrestrial_group; g__S0134_terrestrial_group; s__uncultured_Gemmatimonadetes
ASV_2849	54.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	10.0	6.0	9.0	23.0	0.0	21.0	0.0	11.0	10.0	17.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_Syntrophobacteraceae
ASV_4326	0.0	7.0	12.0	3.0	7.0	2.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	10.0	0.0	4.0	9.0	14.0	9.0	29.0	11.0	22.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium
ASV_4581	0.0	0.0	0.0	4.0	0.0	8.0	4.0	9.0	2.0	9.0	22.0	0.0	0.0	9.0	8.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	33.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured; s__uncultured_delta
ASV_6193	0.0	0.0	0.0	0.0	0.0	14.0	3.0	16.0	3.0	2.0	0.0	20.0	0.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__uncultured_bacterium
ASV_6937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	38.0	0.0	5.0	45.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota
ASV_4177	11.0	0.0	3.0	2.0	6.0	2.0	0.0	7.0	3.0	4.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	4.0	5.0	0.0	0.0	0.0	32.0	9.0	18.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	12.0	7.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade
ASV_1191	0.0	10.0	7.0	25.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	33.0	37.0	6.0	0.0	0.0	6.0	29.0	0.0	24.0	13.0	7.0	8.0	20.0	6.0	0.0	87.0	46.0	5.0	98.0	65.0	10.0	3.0	45.0	39.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485
ASV_162	31.0	35.0	37.0	52.0	101.0	35.0	45.0	46.0	28.0	57.0	75.0	35.0	81.0	25.0	33.0	24.0	52.0	43.0	10.0	23.0	55.0	89.0	248.0	63.0	34.0	60.0	48.0	254.0	112.0	84.0	73.0	86.0	38.0	33.0	94.0	38.0	28.0	27.0	139.0	139.0	107.0	64.0	47.0	51.0	26.0	28.0	28.0	110.0	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Pectinatus; s__Pectinatus_cerevisiiphilus
ASV_5611	57.0	15.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	4.0	17.0	5.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__uncultured_bacterium
ASV_6857	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	34.0	10.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	17.0	0.0	3.0	7.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Zavarziniales; f__uncultured; g__uncultured; s__uncultured_bacterium
ASV_6862	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	16.0	54.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	6.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
ASV_5585	0.0	5.0	0.0	5.0	0.0	20.0	2.0	10.0	6.0	2.0	5.0	6.0	9.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	15.0	0.0	0.0	8.0	19.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__uncultured; g__uncultured; s__uncultured_prokaryote
ASV_6059	0.0	11.0	3.0	5.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0	9.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	11.0	10.0	0.0	0.0	9.0	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26
ASV_3278	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	8.0	5.0	0.0	0.0	8.0	10.0	0.0	11.0	33.0	6.0	0.0	14.0	66.0	0.0	28.0	16.0	2.0	0.0	10.0	0.0	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium
ASV_916	8.0	16.0	49.0	22.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	3.0	7.0	9.0	95.0	45.0	11.0	0.0	83.0	28.0	41.0	13.0	7.0	0.0	0.0	49.0	0.0	0.0	71.0	0.0	0.0	0.0	63.0	54.0	9.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured_bacterium
ASV_5787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	0.0	13.0	31.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium
ASV_5276	0.0	0.0	0.0	0.0	0.0	3.0	31.0	18.0	6.0	0.0	0.0	5.0	0.0	0.0	6.0	4.0	0.0	4.0	8.0	0.0	8.0	5.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__uncultured_bacterium
ASV_1604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	11.0	12.0	54.0	27.0	0.0	40.0	50.0	0.0	65.0	71.0	37.0	0.0	34.0	60.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f
ASV_4198	11.0	0.0	2.0	2.0	3.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	2.0	22.0	0.0	0.0	0.0	7.0	4.0	6.0	0.0	0.0	0.0	0.0	22.0	3.0	0.0	25.0	3.0	0.0	0.0	22.0	10.0	14.0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_organism
ASV_4383	0.0	0.0	0.0	0.0	0.0	7.0	14.0	22.0	3.0	8.0	2.0	11.0	0.0	4.0	7.0	6.0	0.0	0.0	0.0	0.0	10.0	3.0	43.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	9.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FW22; f__FW22; g__FW22; s__uncultured_bacterium
ASV_4032	15.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	27.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	15.0	0.0	0.0	0.0	12.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unidentified
ASV_3296	0.0	0.0	2.0	10.0	0.0	5.0	0.0	0.0	8.0	2.0	5.0	10.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	20.0	11.0	0.0	0.0	9.0	11.0	0.0	0.0	28.0	0.0	24.0	32.0	9.0	0.0	6.0	9.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_3396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	15.0	0.0	76.0	30.0	44.0	27.0	5.0	0.0	0.0	5.0	8.0	3.0	d__Bacteria; p__Zixibacteria; c__Zixibacteria; o__Zixibacteria; f__Zixibacteria; g__Zixibacteria; s__uncultured_bacterium
ASV_1331	2.0	0.0	0.0	0.0	36.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	17.0	10.0	18.0	35.0	49.0	50.0	4.0	100.0	46.0	83.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured
ASV_6919	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	21.0	10.0	0.0	0.0	0.0	9.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales; s__uncultured_bacterium
ASV_4422	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	30.0	0.0	0.0	4.0	0.0	16.0	3.0	7.0	9.0	0.0	3.0	4.0	6.0	5.0	2.0	7.0	9.0	7.0	3.0	7.0	3.0	2.0	3.0	5.0	6.0	4.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus; s__Rhodococcus_corynebacterioides
ASV_6234	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	0.0	16.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	18.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	23.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia
ASV_5929	23.0	5.0	2.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	3.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	7.0	4.0	0.0	15.0	0.0	0.0	0.0	11.0	9.0	0.0	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_bacterium
ASV_6378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	16.0	0.0	0.0	25.0	25.0	0.0	20.0	13.0	0.0	0.0	2.0	11.0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__uncultured; s__uncultured_bacterium
ASV_3425	0.0	0.0	0.0	0.0	0.0	20.0	9.0	12.0	0.0	0.0	9.0	17.0	0.0	13.0	0.0	2.0	0.0	6.0	0.0	0.0	5.0	5.0	33.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	3.0	0.0	0.0	10.0	48.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	11.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Sh765B-AG-111; f__Sh765B-AG-111; g__Sh765B-AG-111
ASV_6543	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	7.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__LCP-89; c__LCP-89; o__LCP-89; f__LCP-89; g__LCP-89; s__uncultured_bacterium
ASV_1648	0.0	5.0	10.0	7.0	0.0	5.0	0.0	9.0	15.0	13.0	7.0	29.0	30.0	0.0	4.0	3.0	4.0	0.0	0.0	0.0	8.0	0.0	8.0	8.0	10.0	22.0	21.0	0.0	0.0	18.0	6.0	0.0	8.0	16.0	7.0	0.0	15.0	19.0	3.0	30.0	33.0	3.0	25.0	50.0	25.0	0.0	4.0	9.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__GIF9; g__GIF9; s__uncultured_bacterium
ASV_226	0.0	0.0	0.0	0.0	0.0	39.0	58.0	139.0	18.0	28.0	60.0	32.0	0.0	31.0	91.0	15.0	4.0	197.0	105.0	140.0	61.0	70.0	811.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	49.0	0.0	0.0	22.0	452.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_6018	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	58.0	30.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured
ASV_281	0.0	0.0	0.0	0.0	0.0	83.0	149.0	300.0	35.0	40.0	104.0	86.0	0.0	15.0	49.0	30.0	0.0	0.0	0.0	0.0	145.0	190.0	846.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__t0.6.f; f__t0.6.f; g__t0.6.f; s__uncultured_bacterium
ASV_1721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	35.0	80.0	3.0	26.0	108.0	55.0	7.0	73.0	33.0	0.0	3.0	25.0	8.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085
ASV_6824	0.0	0.0	0.0	3.0	0.0	3.0	3.0	31.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_1389	0.0	0.0	0.0	0.0	0.0	52.0	34.0	91.0	15.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	37.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Napoli-4B-65; f__Napoli-4B-65; g__Napoli-4B-65; s__uncultured_bacterium
ASV_3154	16.0	9.0	11.0	8.0	8.0	5.0	0.0	0.0	0.0	3.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	17.0	0.0	0.0	7.0	36.0	3.0	4.0	0.0	12.0	7.0	26.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	45.0	0.0	0.0	2.0	0.0	4.0	2.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__uncultured
ASV_4100	0.0	8.0	2.0	0.0	0.0	12.0	0.0	14.0	2.0	0.0	17.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	21.0	0.0	15.0	19.0	7.0	0.0	0.0	13.0	0.0	2.0	0.0	23.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF9; f__AB-539-J10; g__SCGC-AB-539-J10; s__Dehalococcoidia_bacterium
ASV_5088	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__ER-E4-17; f__ER-E4-17; g__ER-E4-17; s__uncultured_bacterium
ASV_95	0.0	0.0	0.0	0.0	0.0	71.0	145.0	288.0	112.0	93.0	278.0	161.0	0.0	228.0	313.0	87.0	2.0	49.0	19.0	0.0	299.0	434.0	2117.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	13.0	0.0	4.0	40.0	170.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__GIF3; f__GIF3; g__GIF3; s__uncultured_bacterium
ASV_5643	10.0	23.0	16.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	8.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0	0.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__uncultured_soil
ASV_1820	71.0	85.0	30.0	14.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	8.0	0.0	2.0	41.0	11.0	19.0	6.0	26.0	9.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
ASV_1853	0.0	10.0	3.0	13.0	0.0	9.0	8.0	14.0	10.0	7.0	6.0	31.0	9.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	8.0	2.0	15.0	21.0	50.0	30.0	7.0	7.0	41.0	6.0	8.0	26.0	8.0	9.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	5.0	9.0	17.0	0.0	4.0	18.0	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_delta
ASV_5061	5.0	0.0	0.0	2.0	15.0	10.0	7.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	7.0	0.0	0.0	6.0	0.0	3.0	13.0	10.0	8.0	3.0	0.0	0.0	5.0	0.0	0.0	10.0	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter
ASV_2546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	5.0	5.0	10.0	23.0	28.0	3.0	27.0	53.0	6.0	31.0	58.0	7.0	8.0	16.0	18.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae
