#OTU ID	description	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
ECASYN-PWY	enterobacterial common antigen biosynthesis	11141.6139294715	10458.3280362402	6799.2899303712	9421.16846231815	26073.1786075646	13126.7170039263	15285.5504865156	9278.64654198661	8071.75119996278	16463.6526911326	18623.1016720264	7523.68006024781	9823.68685339681	8210.58724711291	14187.6306998428	11035.0862833653	18063.1569681185	16080.6259240714	9154.72636950903	14789.7518614574	14693.4137461083	16077.4301545376	9227.60475920457	39089.0340159471	11263.5112667456	6630.26862721695	13026.1898657766	10829.4710046637	27383.562770218	20158.0043075423	21959.9060602071	8926.11115397819	17593.0065130337	12011.6653102235	12912.5391815325	11318.0681989783	14254.3057832705	9831.86174603861	18010.7706170936	26110.9184888661	15624.3814976162	13461.9311238976	13029.5735651586	8382.47482591612	13190.3070865071	4265.74831325417	9362.12078870816	9914.20802568704	21456.5927246893	17803.2189623418
ENTBACSYN-PWY	enterobactin biosynthesis	32494.982680483	32714.798793121	31286.009176738	50827.8345477448	62195.1267614166	44397.3474940721	39839.5303236745	27109.9705697191	23162.9136402838	44883.7548478695	53245.6189805827	22146.0014040935	28276.8175108463	39160.8454351853	91972.3244478857	31877.9273585343	46103.0040626371	41759.3121568734	28745.1708696371	34447.1297893317	40973.4339159351	43718.841732838	26608.3670908537	262471.649774247	33813.6018994783	20701.1276224293	37733.4709212929	33935.5576097237	63669.5632930785	50132.758340835	57725.4802344721	24020.7396855514	46699.9591271496	36659.9364058012	66606.7040580623	44285.9212010591	44101.7814090701	31220.8882077138	47593.1940388571	70405.7698002818	45994.0101525554	37754.8283620306	37243.7258295942	26660.9502207626	38119.7269111263	12131.4481995442	30235.7143926354	31709.2367778537	58576.6990315396	46627.0726016949
FAO-PWY	fatty acid &beta;-oxidation I	125373.190951837	157561.381615918	119071.136824027	119310.385084917	126838.545460222	127263.758144979	92664.527751989	99114.9292589464	89541.5169267023	108550.620544764	128831.794467671	83421.6590142038	110079.626537513	112971.329119819	182600.276496691	74849.2423199414	80073.7095218401	95813.5521647938	67394.7228014341	58145.6471661062	106899.89144324	95463.6183447549	75327.1848181152	443657.716185359	179337.204004894	98366.0857737336	127262.865522028	133673.287349796	123592.200036069	104446.806586732	156251.993795553	60908.2961275803	132446.295762946	126355.873083979	247303.492412695	163027.164957241	137098.942009296	113340.872019225	105118.508821446	153364.254585577	111407.911413551	100517.367852615	153409.30840637	117699.503362127	136583.290531757	37906.7919334485	96208.9546222676	135608.762146572	137162.801940048	98852.091471089
FASYN-ELONG-PWY	fatty acid elongation -- saturated	188835.639081525	185863.078899834	140350.575255273	121014.65522245	182043.964607512	119132.339080791	105210.946213979	90630.8160511268	86984.9522394883	137152.571600897	144109.991186399	81653.1067236624	121889.11179112	108039.317117473	158949.066684754	79427.2153596467	109915.244077969	114504.137312888	74886.3066901703	58436.7534989814	114687.357978792	111424.621199667	88708.3662666245	454019.955242702	211476.901327106	103876.305778956	129053.029151539	125327.282037679	195591.371760413	152209.916827035	190904.309776951	69985.6324384301	174284.670921692	143662.447339703	249725.601685044	160452.976314232	201266.802645876	167558.075756378	140330.699004196	234512.97676003	170952.73340971	143852.788806566	185922.849165884	149318.632591142	173787.011740036	38047.1692705067	133207.692329737	170464.748728809	184718.07596359	126993.789815182
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	100619.277147102	103217.81311655	80602.379272965	74836.0416800285	117195.045708759	70331.6363535924	56310.3143787989	41022.1683741478	38260.0222783178	81261.6744920102	81316.1200463373	38167.3641455834	69969.1582024945	58987.3893635465	124456.756969539	44349.3671022907	67069.0058931837	62321.759356668	39342.5596767149	44857.6292082891	59376.6567636094	62473.100829469	42412.0985559553	326474.611140063	101710.520697829	56176.6692057069	62531.9499256059	59727.155460933	125052.960524114	89841.8870185294	116986.465618519	39753.4229579684	99083.1811743557	83404.9157983556	156959.933157078	107026.727425701	103441.801713318	86023.8193493582	85572.4851645339	138066.86670357	93502.3332882214	81525.5567498931	108370.249016453	74194.4056948908	87835.6065732278	19739.0538566997	70978.1828773007	94956.8330980698	108662.358742407	74726.2689308704
FERMENTATION-PWY	mixed acid fermentation	104549.040337383	109479.808877107	85482.7878828673	80826.6785317284	123980.19127106	81692.3395342221	81495.9276490633	55734.5818706076	48820.4758192543	88414.877103615	99415.9434894701	47572.4857358135	74119.7532594142	61660.9736296159	118041.87974309	59932.5702252758	84919.6380271028	82394.9740728144	53189.7855586335	57618.9349719695	82475.8920582865	84210.822460735	52776.366735872	324446.736722665	121453.67179047	63158.2942852368	77538.4238025158	74521.474415394	131150.92957684	102473.042959108	127177.947500023	52706.3599145649	113502.81433831	90651.5535103692	145257.63448397	100457.963621363	107119.081839977	83374.1684675948	94222.2557815835	138564.006452937	95604.0856456476	82835.9930091155	106776.460991844	75228.47275751	95047.2655185492	23634.4474195332	74714.1965234756	93254.0060368207	112931.299210617	88791.8430234489
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	141305.810186659	146731.746220951	112964.208964366	105607.780132629	135451.440755193	113541.942909777	93196.5751753558	78822.689479849	77042.05398213	113596.322513985	126461.385346817	72293.887700557	97304.2690112141	94131.0096455676	152118.024362991	71914.0544315978	85555.6175686754	95493.8472299435	67287.2040648491	60276.5385724975	104770.694324993	100339.189142968	73986.9167779208	411674.581075974	159774.894099361	85736.0090986395	107060.685535407	105625.022499976	139214.795918412	115367.984380975	152340.226531	61434.2668107583	133918.747870769	115388.100841783	206580.804422212	143530.967024527	139932.714076315	113089.846007137	110556.280925978	160245.435218325	123997.033361472	108894.898390106	135414.270304075	106147.920108747	130965.305114331	32585.7181487446	93997.8136817147	126093.303513385	138855.729828629	100844.91688621
FUCCAT-PWY	fucose degradation	9669.90197603724	10188.3926764074	7403.49985913286	8893.22781907141	21608.06344071	11152.9739540407	12375.9984815283	7947.3073979612	7325.18497620655	13589.1163285144	15730.5923644002	6817.24118407115	9502.95078297684	7585.16337122098	12095.6879905239	9336.60199874271	14954.8288469492	12312.6535413176	7824.08705500946	12136.4672778194	12637.4948027313	13526.5899499966	7913.03703885071	32301.4683010144	9953.76976615209	5867.36962334352	11190.0515772227	9317.11617048996	22730.3891374966	16877.4357128001	18577.5031912671	7998.18234828043	15084.6038504167	10208.2093843596	12482.5878205898	10071.6354377345	12075.0355325831	8789.65000208798	15160.8825914642	21466.936144009	13518.0447443385	11520.7752572984	11550.977240261	7758.17668467379	11379.7556221165	3588.85681051551	8114.77852884876	9049.54802502107	18529.0232465831	15122.3203052867
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	11379.9811358212	11297.7312379359	8120.4727552109	9744.82515159886	25569.4293775877	12518.1835554701	14139.7421049864	8750.11016863597	7882.13626253048	15723.4060920336	17865.9534363349	7535.89973673551	10448.2787130265	8158.167134267	12639.9510152616	10555.6342957982	17594.0489233824	14251.4240815407	8976.25965718215	12458.733599871	14206.6273476136	15303.4691400764	8928.15665136313	37366.9278069722	11650.8292563351	6694.02291919749	12496.3531327577	10472.9754569676	27320.1004438429	19701.2732498202	21528.0981457654	8805.83541472808	17534.3833919127	11606.0499387482	13131.1280524781	11211.7267350741	13976.5992051664	9970.05595077729	17454.3415674909	25329.7797051087	15420.1533585685	13180.1731331638	13545.6647807155	8474.65051769572	12641.9822085523	3958.22499817403	9992.08843125637	10467.4958696123	21058.3511797618	17222.2890553915
GALACTARDEG-PWY	D-galactarate degradation I	13139.1279391655	15066.946482678	9017.46773051252	8799.68353945461	24756.5529107496	14414.6845024396	14031.4885688423	10929.1036310041	9282.26285629512	13937.6303904782	14975.8245955343	8152.60278849073	10986.5726003291	9808.79755539218	13213.6136597188	9617.90171449091	15456.4489724243	14786.4547640886	10041.9446742087	14672.0416468196	14725.0985065804	14324.3701849096	9688.97919067375	43506.8703898099	13759.2284611553	8486.174802762	10953.573312702	9848.72991274989	25712.7367159055	18603.457029693	22109.6064779941	7293.92913495475	17395.4628197381	12444.226761389	17259.4862156545	21858.8203260619	14827.6239985581	10888.9839666663	16766.737983465	24226.7765566247	14820.8359633166	12735.9440082814	20487.6859134612	9487.33839480377	11921.5085431721	4744.6873071868	12567.24826416	13621.4409037224	20897.1917868869	15902.2930031396
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	23165.5039120412	22390.8130876859	14745.8266461949	17978.2566662932	50256.5724920143	23359.3756148936	26191.0158104698	16276.4393359569	14775.0579617914	29907.816712032	33146.7086561607	13759.648604441	21452.7116135622	16503.6904634818	23192.3164140709	19870.5823467391	33491.5043194044	27016.9896253896	16743.3992086266	18829.5798144965	26455.4519444232	28383.5288154929	16548.735343693	75604.1221190241	24062.7454200568	13327.7615364251	22978.8646905618	20141.1340360518	54771.2751637198	35877.6657548307	41109.7716780307	14606.3140068829	34056.9039935623	22435.9120999807	25377.5735142434	22078.3608197898	27267.9654772967	20456.7220853683	33105.0702221692	48515.8379331148	29883.8620599641	26060.1383819646	28380.121646042	16776.9573929357	24463.3775609631	7198.36088663387	21987.0483793052	22475.6211571465	40009.2903560616	31904.8996599689
GALACTUROCAT-PWY	D-galacturonate degradation I	33287.0449947859	31676.4350217279	21832.6989910755	26043.3499222999	67832.1706291789	32750.9624019019	34985.5340087082	22602.7168777864	21629.0644361357	41420.2247941823	45365.5271999127	20019.898546195	29938.3678872731	23417.1433475147	36402.1920170125	27213.7925038794	44717.5529840061	37489.1062871942	23350.4269306551	26644.8409745076	36596.6599821702	39085.2467016302	23291.0420689137	105318.761842737	35216.9843350139	18824.1537045814	32208.3213289937	28029.0712865316	75297.3825694435	49276.1135692834	56247.5350805377	21275.6943440959	46852.0090757806	31195.4207785027	38677.8213742922	31932.941278505	39817.6661526947	30242.3855144531	45273.3577061617	69074.2739870832	42447.6991984531	36562.9440114859	40348.8010029159	25084.0281434581	35598.1121760894	9914.79738627241	31833.5868465347	32990.699810566	55683.2082289913	43463.6386612816
GALLATE-DEGRADATION-II-PWY	gallate degradation I	927.700603294005	312.386515043175	239.847177585021	135.214816832759	491.280486502299	80.6295603856193	96.2478636197602	72.9137571766878	110.407529676611	544.262461078445	318.883759952366	81.0788400254366	379.026390649503	95.4026332168088	266.387413181849	66.591453547959	151.523808261474	61.4402367268308	53.0209353347361	63.2371874321162	96.8935150175966	147.932604144468	58.5818217074812	453.44889639448	820.182405985233	258.544681786201	190.971126141096	239.955753002829	527.830113108319	315.875221303293	368.869133134725	52.3583740714174	520.275868969465	542.347598836032	2974.29164495156	801.060637354947	178.94294510986	166.671173039949	279.217478385725	232.334488435235	79.6990443755086	244.655734692467	438.594523471517	65.4281782431979	279.973771056784	65.1934843773574	374.117522095636	469.449278577524	224.860860103069	211.473713002391
GALLATE-DEGRADATION-I-PWY	gallate degradation II	1295.92465415394	507.074728292644	332.899293757433	207.840338412713	1202.6090146568	179.599560859881	159.115301302939	94.9123569903139	220.472725219077	895.096845281086	526.121996404541	221.743995882002	1095.39560565159	682.081461803143	1773.80120737879	106.578556861939	218.528814996296	103.227241954109	95.5002791920808	92.2772005395483	146.079717280628	301.193277133424	1145.60317903779	4277.39254626495	1247.09788034045	495.036907771881	526.069792821621	482.765142722448	659.281189624129	452.240260647684	2330.92566151909	90.4225688862873	926.481173230814	1313.94399831814	6564.76832850475	2734.84940473869	610.130088549406	216.532802311614	294.419535869347	916.783874652853	346.810194700023	352.65618577046	1168.39380209191	109.451203779057	503.363332523797	116.80156336001	556.239593556827	825.916451364148	330.546186144283	211.473713002391
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	15860.5134846578	17194.5587477591	12860.8194585588	14703.9324635598	36641.2567490157	19846.9661595064	19507.6590701387	12608.9548779198	13260.3379006055	22644.4287795456	25182.7020927591	12087.5001726148	15899.2183025165	13353.0873767911	19265.6508391085	15071.7303973438	25418.8512869821	20368.0674508122	13582.7511615748	17441.1393354162	21130.0282862929	22647.9161623156	13150.0526733553	57025.8687858967	18618.12926603	9676.92692041612	19010.7345191908	15647.2419575582	38575.2803750592	27389.6735524747	30014.3448647591	13382.826113717	25728.1686222133	16814.6854889649	20595.5116360707	16161.9512048606	21323.6345013343	16443.1735020304	23719.1547527616	35945.7738323543	23324.0635910954	19753.9134970925	19300.8389710927	14082.8819500983	20211.2904004789	5800.76597385295	13793.0199662004	15617.2799868396	28992.5274356093	23669.5356761895
GLUCARDEG-PWY	D-glucarate degradation I	12121.3080831811	13163.1193576823	8526.91893487445	8141.21752137194	22936.364378834	12989.3307342256	12159.2346978399	8805.89644396816	7432.01459593032	12895.1661303112	13839.8440591823	6744.646804208	10229.1485149977	8562.74796906054	12791.819381861	8617.65093019473	14358.3237337611	12693.8606287296	8413.64354941647	12526.0088256492	11976.7383107502	12585.4460186218	8536.44189810267	38889.3105906914	12272.5839602576	7733.86227313237	10267.2888130492	9189.31456460439	23809.3942343891	17374.1198605647	20743.7031438265	6801.72815755091	16076.872791799	11802.6866940247	17187.2191323819	20585.4500271025	13831.5957837653	10233.8520744655	15511.4014563095	22562.5565542519	13708.4984778268	11805.438213704	18234.014447354	8466.5374567551	11031.6633316357	3893.35486020747	11221.7882706534	13598.5583371036	19276.1062419164	14770.7358605717
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	13139.1279391655	15066.946482678	9017.46773051252	8799.68353945461	24756.5529107496	14414.6845024396	14031.4885688423	10929.1036310041	9282.26285629512	13937.6303904782	14975.8245955343	8152.60278849073	10986.5726003291	9808.79755539218	13213.6136597188	9617.90171449091	15456.4489724243	14786.4547640886	10041.9446742087	14672.0416468196	14725.0985065804	14324.3701849096	9688.97919067375	43506.8703898099	13759.2284611553	8486.174802762	10953.573312702	9848.72991274989	25712.7367159055	18603.457029693	22109.6064779941	7293.92913495475	17395.4628197381	12444.226761389	17259.4862156545	21858.8203260619	14827.6239985581	10888.9839666663	16766.737983465	24226.7765566247	14820.8359633166	12735.9440082814	20487.6859134612	9487.33839480377	11921.5085431721	4744.6873071868	12567.24826416	13621.4409037224	20897.1917868869	15902.2930031396
GLUCONEO-PWY	gluconeogenesis I	156391.449245451	193122.248139131	138684.715150118	141907.602192481	157267.737499099	168040.529654073	134922.51270132	142579.263800015	126560.504589815	140302.999187232	178664.046653197	113987.522182148	132046.888795839	138202.471948172	187667.237342504	109820.266588992	109079.962025544	130013.572651678	102515.288732503	86574.6277880726	163537.88930703	146855.089775673	101418.966288278	544541.81123954	196365.11749418	116538.31210616	158571.195725501	162356.639290699	156522.074903473	131661.798421706	186062.857148525	81338.8456945499	156090.546012627	144092.822677395	264056.391225937	192047.202837356	161735.589826148	142438.237638307	137190.059328338	183378.987350692	146858.15388871	130350.151079578	165606.5192618	143809.618877101	174967.262196268	51743.3881458558	112290.633314884	157441.435984713	174139.233052133	130321.642859256
